57,46
58,43
58,50
59,45
59,49
59,53
60,45
60,54
61,37
61,42
61,54
62,38
62,41
63,35
63,38
67,35
68,57
70,32
71,31
71,59
72,60
73,30
73,32
73,33
75,34
78,58
78,61
80,57
81,57
82,34
82,37
85,48
86,48
86,54
87,49
61,44
62,43
69,56
72,26
73,25
73,58
74,54
76,56
77,57
77,58
78,26
78,59
82,54
85,57
86,28
86,57
86,58
87,34
89,55
90,41
90,48
91,34
91,41
92,39
92,41
41,77
42,73
42,74
42,75
42,80
43,71
43,73
43,74
43,75
43,76
43,78
43,79
44,70
44,71
44,72
44,74
44,76
44,77
44,79
45,69
45,70
45,71
45,72
45,73
45,74
45,75
46,68
46,69
46,70
46,71
46,72
47,67
47,68
47,69
47,71
48,67
48,68
48,69
49,66
49,69
50,66
50,67
50,68
51,67
53,66
54,66
54,67
55,66
55,67
56,66
57,66
57,67
58,67
59,67
61,69
59,6
59,7
60,6
60,14
60,15
61,4
61,8
62,14
63,17
64,16
64,17
66,37
67,21
67,22
68,37
68,39
69,21
69,23
69,24
70,23
71,23
72,7
72,8
73,4
73,27
74,1
74,2
74,9
74,11
74,12
74,25
74,26
74,27
75,0
75,3
75,4
75,6
76,1
76,3
76,11
76,12
76,13
76,26
76,27
77,0
77,1
77,13
77,41
78,12
78,13
78,27
78,39
79,14
80,12
82,8
82,9
83,9
87,25
87,26
88,23
88,24
88,25
88,38
88,39
89,0
89,24
89,25
90,2
90,21
90,38
90,39
91,0
91,4
91,22
91,23
92,4
92,18
92,22
93,18
93,19
68,2
68,4
68,7
68,9
69,0
69,1
69,5
69,11
70,1
70,8
70,11
70,12
71,0
71,2
71,6
71,7
71,11
72,0
72,6
72,11
72,15
72,16
73,0
73,3
73,5
73,7
73,9
73,11
74,16
74,17
75,13
75,15
75,18
76,16
76,19
77,14
78,16
78,17
78,18
78,19
79,15
79,17
79,19
80,15
80,17
80,19
81,15
81,17
81,20
82,15
82,16
86,17
86,19
88,17
88,19
88,20
89,14
89,15
89,16
90,18
91,13
91,19
92,14
93,11
93,16
30,3
30,5
30,6
30,7
30,8
30,9
30,10
30,11
31,4
31,5
31,8
31,9
31,10
31,11
31,13
32,0
32,1
32,3
32,4
32,5
32,6
32,7
32,8
32,9
32,10
32,12
32,13
32,14
33,0
33,1
33,3
33,6
33,7
33,8
33,11
33,12
33,13
33,14
33,15
34,1
34,3
34,5
34,7
34,8
34,9
34,10
34,11
34,12
34,13
34,16
35,0
35,1
35,2
35,12
35,14
35,15
35,16
36,0
36,14
36,15
36,16
36,17
37,14
37,15
37,17
38,16
38,17
39,16
39,18
40,17
40,18
41,16
41,18
41,19
42,18
43,16
43,17
43,18
44,17
44,18
41,3
41,5
41,6
42,0
42,1
42,2
42,3
42,5
42,8
43,2
43,5
43,9
44,0
44,1
44,2
44,3
44,7
44,8
44,9
45,0
45,1
46,8
46,9
47,5
47,6
47,9
48,6
48,7
48,8
48,9
49,6
49,7
49,8
52,0
52,12
52,13
53,0
53,1
53,2
53,11
53,13
53,14
54,0
54,1
54,2
54,11
54,12
54,14
55,0
55,1
55,2
55,4
55,5
55,8
55,11
55,12
56,2
56,3
56,4
56,5
56,6
56,8
56,9
57,4
57,5
57,6
57,7
57,9
